x0,x1,x2,x3,x4,x5,x6,y
-4.804582414,-6.046375101,0.948413664,-0.640098888,11.96410058,-24.59909256,30.32579499,1
7.224132264,-0.78930843,-5.246676305,-5.966513594,-6.317379381,-28.94561678,-25.74312377,0
-10.32154749,6.324271668,4.921796108,2.999372031,-6.836980009,23.96405828,-18.26214368,1
-1.094730335,4.357851551,1.046861289,3.471424163,4.920613919,-15.9726066,-45.36373216,1
4.707123947,-6.561879907,9.765741348,-2.872769885,-3.554740282,-49.94265227,-36.89804358,0
-4.227308102,-6.040817243,2.093736005,3.722465558,2.855882558,16.25109152,61.87324526,0
-3.707937949,-1.480465462,11.78713264,-1.55815449,7.098795367,32.05987645,30.11340792,0
-5.400067519,1.346128048,0.145558313,-7.412806998,-2.808125007,-28.18269979,39.91243845,0
-2.566152314,-2.93109147,2.277021581,-7.28660143,3.849829822,-5.942673432,-6.066183428,0
-15.22979053,5.026629495,5.686116281,5.717401444,0.873961014,9.509480963,14.68938858,0
4.593523247,1.6043099,8.286520671,1.847618304,-3.638554095,-16.40721103,-8.182078046,0
-6.952705238,8.696143242,-9.650122136,1.773621502,-3.00169215,1.60753616,17.97459819,0
11.83599556,-11.26566089,-3.254307482,-2.516504323,13.14412408,-23.939929,31.26603894,0
-13.76235288,-1.011433908,-5.583672243,2.940016437,1.629587345,29.68480256,21.38537755,0
-2.273470757,-2.960541951,-4.491723554,3.055193723,-9.085382032,-55.52616794,-16.53538072,1
6.885886504,-3.344501719,-10.26786256,-7.437692352,1.476927778,-19.58413965,7.691451075,0
-0.336692508,5.321596212,13.40475684,1.809149371,-4.011122803,15.34984036,13.08541747,0
0.019414875,3.486230758,7.952064023,-0.362572851,-12.82619529,-52.6353948,19.93380338,0
-6.657261501,4.12136596,-6.108473229,-1.648123454,9.241227705,18.95912295,-1.639198546,0
-1.994307001,0.057751727,-0.25442867,5.597816455,5.823038628,15.03833897,20.57177175,0
-6.785420988,-5.794921211,-4.804661938,4.686149552,-1.188150676,-33.14571955,-13.30542001,0
-0.768806133,-1.856994698,6.062805255,2.233936538,-11.79454073,10.52473258,10.1827433,1
-6.543710098,1.86876532,6.604083206,-0.88214947,-4.588348779,-4.919449421,-24.93003829,0
3.982433729,2.167662026,-8.57401302,5.712922933,1.529162227,-30.10121763,-14.53626271,0
-0.599352221,-0.647555209,10.87048087,-0.800760716,-6.058215665,-27.9820917,5.666222222,0
4.367571284,9.365158475,9.719221823,-4.785403771,-1.438364346,10.35872932,-22.98331457,0
-10.2423551,3.237073274,-3.076412631,-7.992111626,-8.979788358,-30.65300236,52.96176372,0
-3.835433899,2.198236968,3.177671593,-2.106257688,-2.879900189,-18.54467965,-2.315759651,0
3.415674129,6.023560542,-9.439809553,-3.839526666,6.82066153,-1.039261134,-47.12767417,1
-6.670711375,6.808019358,-7.505796732,-5.550065522,11.30094494,-31.55298743,-20.76847228,0
-1.059411784,1.009888429,-0.224848244,5.624096613,7.593177034,-4.719067549,1.650905738,0
14.19653514,-2.85338208,0.214797763,7.159086647,1.483450895,-18.35657022,53.26279384,0
-7.70669046,2.000185372,-8.64930185,-7.105111394,2.639172623,-37.77231929,-30.70541099,0
10.7109919,-10.46549056,-3.765361955,-1.886027122,-2.148119247,-37.30231856,-12.50169311,0
-5.77165822,2.158359383,3.132433077,-4.854771125,-5.057391063,-11.91755407,39.80604838,0
9.879383704,7.740989178,-1.324607811,0.299165679,2.854035093,34.27005902,-17.24292591,0
-6.022977828,-2.016192998,13.57966411,-2.131620316,-3.983338107,4.057857011,14.1534484,0
5.994083219,-1.184644432,9.228707793,-4.978549909,-2.843300043,13.06265471,-32.03196489,1
12.48624542,-9.158828015,4.583149827,2.947918918,2.660476703,7.043999546,-18.84492465,0
1.856826614,-8.664457349,11.23485558,5.901815025,-1.965384944,2.611424449,22.51502377,0
17.58358323,-3.313283329,-11.34645168,2.732616083,-2.946070105,56.6323155,22.94648389,0
-2.036862245,0.398790939,-5.971811927,-5.827482348,2.760995298,25.31492708,-8.375874413,0
5.205279143,-4.197498043,-4.691636358,-2.033521954,-4.09913248,1.268498285,-60.33178295,0
16.40617139,-9.59373228,-2.392971286,-3.848242335,1.694685161,-28.59074116,-34.46953486,0
6.843009624,4.096795701,-4.528373066,6.589271656,2.827088174,-31.89756595,-11.81182101,1
-5.531971211,0.774081072,1.266739692,-2.105871374,-5.041602085,-48.82638968,-25.23772777,1
-11.06500685,5.06979832,-1.83671548,2.407660616,0.2265249,-16.95158482,-49.38284459,0
-7.433181257,3.399323814,11.53344417,4.189793979,-8.414909325,5.890216433,-4.857730655,1
-2.687667608,-7.50821046,-3.125953089,-3.384712987,0.511800575,-70.34746206,9.684480891,0
-2.377616967,2.622898419,6.759209515,-0.662520223,-5.96959585,-5.021023471,15.9686322,0
-2.13337004,1.418225294,6.349822365,-1.011709908,-3.129943972,8.576058957,-33.54071523,0
-0.667956986,-7.583125634,-0.390542075,-9.095593136,7.842842048,-32.81231124,-34.31699085,1
-3.730119878,7.681273516,3.162712055,2.035346649,2.365401988,-28.77499144,-19.9632234,0
2.400068681,-1.512530736,-19.3132006,1.876375362,-9.599131327,28.6293075,-48.27325464,1
5.590314113,-3.270678871,-0.539609052,2.423538803,7.978764902,58.49752821,31.52438947,0
7.873826058,-0.698483545,4.030356497,-2.224336036,3.148777242,14.31239792,40.22574396,0
-5.515571797,-4.489525046,-3.816702544,1.522151372,5.02150523,57.17656088,60.90195689,0
4.621074009,-4.088500627,-1.049390209,-1.812570619,0.659999623,24.77338749,-11.752701,0
2.70779313,-3.069078398,-1.419254064,-8.915329691,3.411889413,-13.69298925,32.71383564,1
10.7617096,5.199705988,-1.227380594,-4.468040464,-13.63118215,9.644390186,7.268842635,1
11.18969771,0.509678818,-8.270890878,-4.034332284,1.265834727,45.59840069,-30.62033528,0
18.93287065,-0.638150297,-9.157078335,2.148504873,-3.355348342,-33.15549453,-24.0745795,0
-13.33047937,4.801074368,-2.952481921,-0.099680359,4.579875113,-4.016002793,31.11825838,0
-7.723065866,-0.997851369,-0.792527817,3.978553184,-3.137643414,-37.62849166,-17.06553904,0
4.128311555,1.044586357,-2.641086113,-2.408853484,12.87212642,2.439908924,-15.37327253,1
-10.64967679,7.503694904,-8.16515768,-8.61163384,2.815378667,-2.089799267,12.47782675,0
3.003679772,2.321725735,-0.677425302,-11.60471327,-9.43469805,3.190132516,-4.853545226,0
-11.98115886,2.935332641,-0.400979918,-1.588181584,12.42423282,-10.56072407,10.90516233,1
-1.520448105,-2.615326782,-20.16219466,-1.835152472,3.453510161,39.66908816,17.92359703,0
-6.29578433,-6.187533894,14.7225373,3.043403262,-4.916594326,7.523129936,1.346759851,0
-4.964020153,1.776489918,-7.316165447,-1.223367881,8.825303064,5.996818247,-4.107233079,0
4.824255354,-0.177776062,9.528393303,-8.884541974,3.156294563,-54.16275244,12.93688722,0
-9.801614463,-0.763649214,-5.376823258,0.4188075,4.264608157,33.6773993,4.291375573,0
-5.217247332,3.487807215,0.551786997,1.265030836,0.381444039,16.89770827,-47.4682794,0
1.304847931,-3.83600126,-11.13444776,-2.930610081,1.82874049,-25.87057119,-12.88494972,0
-2.794920052,-0.251269176,-12.66825036,-1.931890371,-10.177765,-27.2387086,39.97590611,1
-0.00748164,-7.903122619,-2.276547197,-3.506001561,-1.236111643,12.49374491,0.840530033,0
5.875182088,6.125653863,1.642720893,1.260798979,0.266171693,27.41948161,14.35469689,0
-1.730816565,0.296188133,-4.436238518,-9.704708703,-5.873428602,-14.33138654,-17.22291256,0
12.23702446,-5.008402145,15.43160864,6.573014196,7.147390076,7.906399717,19.12212055,0
-12.53646614,-3.839262744,-0.376798968,2.679238992,3.305110165,11.86978324,67.42493977,0
-3.320211578,4.417426663,0.599723826,2.142087046,2.922450509,-2.012573366,9.717129179,0
-6.349612772,5.17561404,8.56913502,4.84437971,-2.576581386,-17.33393191,-20.00237177,1
-1.219455018,5.100033402,-9.987747084,3.502545663,1.38409091,12.72301499,-13.91258172,0
-3.097866648,-2.931984415,0.068658512,-8.914398301,-3.186380538,-11.51644064,-3.623508991,0
5.702411557,5.61181312,-0.511738474,-2.466488928,-0.857185981,43.91370738,-18.8903047,0
-3.520852912,-0.270675019,-5.935560197,-2.492487032,3.957456221,-1.722555163,11.25817402,0
-4.847594345,-2.133215882,4.620366452,-5.336807719,12.98688905,-8.571335083,2.238860166,1
-6.191959959,-5.050935721,8.388419361,-4.875337779,3.721595544,-21.71253237,-23.73621312,0
-4.563446943,-5.953474959,-11.06727456,1.107004643,-3.840378551,-14.53358886,-45.49886202,0
3.561885224,4.47602514,-1.805549443,2.128753058,-5.963870499,-3.373838984,16.9328558,0
7.535597088,-2.720660784,-4.10248197,5.878960682,5.620360814,-2.709035232,-3.767252243,1
1.649667777,4.505794064,-1.843443329,-1.875621501,-5.929915802,24.22846422,39.79427446,0
7.613110358,1.770466691,3.55447861,6.195821786,-1.888598763,2.990099629,-26.47479349,1
-5.183449112,-6.524531145,6.601681523,-0.933024942,4.557124598,-16.45653859,-48.25526438,0
0.504543491,1.193765985,2.001713998,-1.86680811,8.980814086,4.991223146,-37.578029,0
-4.123839751,5.473062511,-5.487314862,2.827591243,-3.966864132,10.80565177,-24.24437757,0
2.038698533,-5.578526221,13.32097632,-5.099092684,5.022945822,-5.103404508,-28.00486326,1
-0.743678992,-9.196523821,3.758929045,4.439542094,5.626345871,11.48137794,11.9304921,0
-0.372309471,-4.124074675,-1.601795219,2.094914288,2.271038717,-9.116992247,51.25543382,0
-5.130110236,-0.466836803,8.093149613,3.963985095,1.843335951,-18.67172508,-1.684571503,0
5.979027813,-7.516467582,1.288726127,-2.275951573,2.209548906,-58.25976152,27.28411289,0
-3.26306799,2.791715384,2.177292385,-0.933033406,-5.372119721,-0.548615564,-13.48183691,0
-1.410359762,-8.905358374,-1.634539106,-1.601264583,-5.1857903,-14.37114368,20.93702092,0
2.777700032,0.817254418,9.673078955,4.555791626,9.240866276,3.756288644,-2.934376541,0
-6.528113476,1.003541773,3.001946984,-2.829833351,0.18149348,3.516232857,28.37703497,1
3.076951826,5.014191528,-5.235948318,1.218144864,-9.536990766,-38.08713208,-18.56674303,0
7.936708992,-1.736690105,-5.889946839,2.077111508,5.656502542,-11.06241451,-14.25839799,0
-17.32063655,6.953376136,-11.19765266,4.662230732,0.985328864,22.74577846,-5.703286578,1
8.565972837,-5.347122497,7.400117803,0.307207151,2.713716132,17.40245318,-9.379168896,0
-9.81368929,10.13141821,-1.935466244,-0.986645061,-8.004610027,7.915486016,-25.69756294,1
7.972768475,9.889458746,3.89766483,-4.330587541,-9.875159381,39.17685588,-24.57877121,1
-8.447191655,2.657473561,3.565613536,1.633028556,3.40453648,-30.1693131,-22.04069724,0
2.081349337,3.053606463,5.438280873,1.63357308,-7.147241624,14.03491896,-2.433891061,0
-3.274848762,0.659405269,8.22870848,-6.647948621,5.478890167,-0.369295819,31.2094126,0
-2.50269718,-0.486051788,-11.15573203,1.691050512,5.475543605,-19.13045313,15.41968355,0
19.91438628,4.287830318,4.523244882,-2.662812022,-1.812547892,23.00180348,-3.53324715,1
10.22525595,-3.69539533,-2.802922026,-3.526014746,8.255871608,3.825410088,34.86179628,0
2.947523422,-4.940492889,0.403113587,-2.401731499,-4.907102653,-37.39671075,-16.59701504,0
-1.532763676,0.581370574,-7.287573423,7.531566949,0.864726775,42.36236681,18.17652633,0
2.737244385,-4.196429873,-13.2217607,1.301119516,1.986229917,46.93466547,31.00149409,0
2.541075365,-0.043742374,-0.126755198,-2.121153462,-7.444479331,-22.28544768,-4.594530671,0
2.385501153,-3.986327633,10.75094834,-2.545227861,-6.703294075,-13.21063751,-20.080417,0
-8.420070269,-4.612005784,10.21759306,-1.326153654,7.501437909,-29.92656157,26.19364048,0
17.08009014,-1.432793823,1.969635139,2.439333818,-8.158522215,-21.57029348,20.24887801,0
-1.816182849,4.855967888,5.547656529,-6.958550769,-7.326532028,1.312556977,-9.119534057,0
-12.79364331,-0.462382557,9.368165114,-1.912374584,-5.866124897,3.373942693,0.204243745,0
-10.54488176,-6.188175887,0.48987967,-0.524352465,1.49468354,37.46469046,32.63608947,0
2.478558704,1.406290315,9.288296283,-3.34665404,5.953872565,16.93972106,-44.36729251,0
-11.93153908,3.349462567,-4.432397035,4.151335559,0.058037347,28.22933242,-0.366945174,0
-0.450479872,-1.554328417,7.086121675,3.212494107,-4.081790398,-35.50362993,41.65310441,0
-6.408109383,-2.113387262,-6.94963872,1.296632293,-2.264224673,9.507515536,-1.62032747,0
-6.207936804,-4.401504213,-2.370554571,5.03426514,9.115625204,44.74507514,-0.625222248,0
-5.583091247,-3.748733666,-17.73626767,0.113948686,11.68447339,70.46794965,66.45599799,0
-2.757715232,7.413618655,8.752409034,-0.751084867,-2.023306491,2.517961405,-38.99922691,0
-6.624659286,2.156837199,5.069908728,-6.46802212,5.39416245,30.39952201,54.86363411,0
1.902183143,6.566470519,0.316756584,-2.624459611,-9.444296172,12.74782132,-57.50664842,1
-3.106590461,4.768712066,10.60349837,-3.039060281,-3.524402747,-55.71678284,-27.93694344,0
-6.165531681,-0.837289365,-6.24498743,-3.471809382,-7.371640449,-13.35873936,21.59964758,0
-14.09907309,-2.325296449,-0.880200811,2.472706266,12.46968597,21.17453284,24.59375181,0
2.389329334,-1.62152112,-0.274845781,-5.267841942,14.35584572,45.48887172,-1.243365689,0
-1.372472354,1.453939859,-3.797446593,-6.40210293,-2.830647468,-30.82976216,-3.916066328,0
1.824721672,-4.211892114,1.833795193,-7.533038168,4.485394143,5.974423051,8.330806102,0
-2.760544615,2.975480734,1.280356305,-2.479468537,-5.915934848,39.3407468,-15.95941389,1
-0.211036009,-0.444328184,3.934413035,3.083287243,2.488427605,-20.39657857,16.3065932,0
5.029221155,-9.632868968,-1.775249406,-1.797411842,-3.97847849,40.03698154,40.90056997,0
-11.43434334,-10.00779122,10.2100031,3.954509065,11.19808511,45.56455343,60.39176692,0
-3.624097212,-5.022323917,-2.363360038,-1.377986071,0.354278084,-3.201637654,-3.827834621,0
5.154849061,1.315817523,-0.16497136,-2.84800907,1.165695526,-25.81703104,19.83844567,0
4.583007048,-8.619350492,-2.960413889,1.972628105,-5.843174096,-45.37787546,13.9360108,1
1.921562602,4.968528292,-1.343969145,1.34832182,-4.166274941,-57.12539235,10.36170635,0
-13.97498511,3.090654474,-0.899538093,-3.425033337,4.951772727,-10.21086371,-2.705433341,0
-0.895697479,-3.792067463,2.660605979,0.289126018,0.339868816,17.90732822,-41.43145044,0
1.951518203,-1.651454448,0.865621232,0.570452737,-0.791284538,-10.08664918,-34.01905857,1
8.981444952,2.705223005,-6.297512538,-4.894785259,11.20662462,14.23013166,47.45051444,1
-6.491043911,-7.701107307,3.210954324,-2.93479274,-4.707009045,-92.62760426,8.677869088,0
2.890057847,-0.397382988,7.113287295,1.838943691,0.015226811,18.81756968,29.37573145,0
4.785904983,0.459312904,8.617681635,-1.919222505,-1.103372093,20.5878311,31.17258504,0
1.662175775,-10.17642846,-2.313420117,10.5071205,5.38679067,26.96742383,11.31373123,0
-0.688759941,0.848659305,-4.922777119,-0.54299009,-2.238894165,27.71084829,31.76626646,0
8.947170297,-5.068736936,-0.102227819,3.120780824,10.39625901,-7.808251074,-92.87637984,0
0.160657825,3.558683591,6.696201659,-1.911780042,0.353631586,38.53787309,-2.658033145,1
14.23147166,-0.622709202,4.760211019,4.61644184,6.295855748,29.83419837,31.51031232,1
-10.1150791,6.994908441,10.95589675,1.516700755,-5.779683219,-78.10254738,-57.34739843,0
0.635735378,-9.952369799,-13.24621907,-7.020846326,-4.711792717,-21.95231575,39.98910557,0
-0.828375579,1.245702465,-1.965562708,8.190384928,0.262019263,-2.494797745,-4.717273738,0
4.534625475,-5.619471152,-3.892427354,0.186828608,5.325497896,-50.84526455,20.96732763,0
1.9469871,-6.70461534,3.737860839,1.391096466,6.699641174,3.60848519,-9.180224832,0
8.47954157,-1.939621477,1.639786338,0.272528078,3.823783292,36.26153758,20.55001579,1
10.36014749,1.862636042,2.911024547,3.25490713,7.25430281,5.221975272,15.4500935,0
7.717670042,1.093134982,-0.172910729,3.632384576,2.998862702,2.761501386,-39.31676392,0
6.322783768,-2.744788951,4.589602907,4.802130297,-2.470474528,-9.837871555,-19.11282435,0
-3.487646618,-8.543150342,4.69349018,-2.728516227,1.799631097,30.94888369,52.59746721,0
5.254305706,-8.421137233,-3.136040359,-14.69183633,5.80583174,56.6659809,29.24946011,0
-20.14836378,-3.268677481,-4.332053765,1.456550649,0.074965097,7.791643495,46.96905754,0
13.70844585,-5.463929941,11.86249987,-2.142169582,4.511702845,-36.62024337,11.34439151,1
-1.709209814,5.629686983,7.451273669,-0.801115197,-8.871460661,-1.266797564,-30.94189433,1
8.906372001,0.316330028,-1.700142646,-1.09781127,0.626838051,85.745385,59.61871051,0
-3.120192849,-0.624182693,-8.20854895,9.664833425,-0.063467476,-29.34180443,-14.87478013,0
-4.964017114,3.874159988,-2.153107773,3.187802647,3.347775775,35.41131433,29.44361162,0
-5.435325068,1.592691692,2.421492501,0.607939707,-1.975359855,2.934061366,-12.92358214,0
-6.858844215,-8.371145716,-6.084263852,-1.479571739,-12.26321682,-22.65638633,25.39215867,0
-4.898700382,3.44918375,0.898698856,-1.277415024,-3.249380994,-2.172900116,-29.08388876,0
-3.565140885,-1.458364774,9.923977004,-6.316326428,3.733983594,-27.86947808,10.65112082,0
3.918662434,-14.42115422,1.045563249,-9.476224051,3.083894874,-44.02690412,32.29632653,0
-1.174971781,0.773457841,-3.784143205,4.152580042,3.457885714,-59.88369043,-21.93073775,1
-10.99019258,-2.944788083,-4.866778274,3.862160326,1.930949746,-44.38395409,39.72004826,0
17.0619386,-4.265699833,-2.950149086,-2.55217592,0.396231848,-52.42441916,-54.03164215,0
-16.10333777,-1.008581474,-3.114658055,-5.27227171,-2.45690142,-23.66512841,5.986783829,0
-1.284457699,0.044871052,7.832284569,1.300157023,5.146412582,33.33305504,15.6920173,0
7.988475903,2.87163821,0.853001435,2.270714548,-16.31989592,28.14922878,62.30313369,0
6.47447237,6.049339209,-1.835211716,-0.999441494,-0.499203575,-23.13084171,-29.47772512,0
1.530955208,-1.274891426,-8.823373156,-0.965978479,-0.819566988,3.067120731,1.211899633,1
1.46801675,-7.120449441,-6.382710809,-2.555855873,1.60671437,3.767296201,-7.647858175,1
-5.683396257,0.354110865,-4.413929405,-2.706215318,10.58843187,33.18307435,23.40052484,0
-11.53316364,0.644970438,-2.923676196,4.233759462,-8.508159123,-10.07125645,-7.016196739,0
8.94807342,0.871253948,-1.917073457,6.79508365,-1.020645438,83.49425716,-40.50528186,0
-3.382623374,0.412143097,7.262833825,-1.659861613,-2.471343444,11.4671712,-4.219755965,0
-5.553624147,-5.252601412,-7.194887732,5.154908767,2.10720047,20.69615008,31.64275673,1
7.822155077,-3.130477568,-4.193761046,-2.71971626,-1.757470264,2.803828362,22.866449,0
2.288798718,10.89964691,-7.798906634,-2.32389659,-4.84894084,11.20510271,0.338378299,0
2.799635164,1.490290388,0.934222314,2.556809578,-4.620119653,16.22071259,-13.12716503,0
3.891895502,-3.563627483,7.673463931,-2.003713988,0.294119421,-0.168369787,34.82952818,0
-16.46812577,-0.943154573,-2.377202173,-4.859120785,-0.955929886,-34.67841159,-14.0287861,0
-4.858493357,-5.840559846,-4.357243487,2.03751281,4.343294433,-47.87668338,38.27526139,0
7.845899492,2.703106844,5.12673606,-2.853283774,14.37827957,-19.54108413,-36.46737939,0
-1.569199943,0.848871754,-5.414397062,-8.859455643,2.986440712,0.87140567,45.95284944,0
-1.940341971,0.942997271,-10.90662834,-7.521109247,-3.823598654,19.54822971,-9.838423204,1
6.674967959,-0.321555194,-7.797906461,-2.968237214,1.301152644,-52.34674646,-41.91815133,0
-0.354969953,10.54798561,-9.072436004,-4.46969266,-8.87375329,3.377870103,57.21140275,0
-4.671683048,6.822205664,-3.234609733,2.0285417,-6.288164601,-24.39046586,-38.85284059,0
0.991535369,3.94486917,10.52399854,5.184266717,11.53332123,-14.20096844,-33.27992159,1
6.406351423,11.64205174,-1.643136117,0.803731858,-0.292842057,-43.4284166,-29.1475467,0
-8.410541939,-6.255568385,6.165956623,0.211872045,-5.049146486,-10.33129333,13.88556594,0
-2.716390116,5.768849634,10.88703554,7.42658699,10.74231373,56.06368218,-46.62117996,1
-4.366488499,-5.548033101,2.501933677,-0.555941064,0.123804097,21.39136865,67.98384686,0
-3.085916219,-0.579666213,-6.596549718,-0.353950538,-2.734840528,-18.18855721,70.11707258,0
-5.885078963,8.849746545,-10.06806302,-5.380627851,2.627639219,18.4220371,26.629015,0
2.799231166,-4.940685867,-8.541454651,5.025012254,6.51015677,10.18735498,-3.216181514,0
-2.597792678,-8.017280082,2.468529811,-5.280475881,3.850775394,-4.33285962,0.935730662,0
-0.287256735,-2.299459748,-6.572223911,-0.401558016,-0.125511987,-29.84497155,12.91827606,0
13.07468742,-8.899805466,-0.500271361,-13.65448604,4.065515616,-15.21946429,-8.188673237,0
11.55371499,0.190750627,-0.976730374,6.244880557,-5.194942002,-3.028901064,-27.87792042,1
1.278368847,-0.103040397,17.68181102,4.846352173,10.00827038,13.87324248,22.08305854,0
-2.486574416,3.679536495,10.45671329,6.878309951,-5.987113913,-1.629057326,-40.2574199,0
-1.534289015,6.561727073,-4.291460001,2.930204288,-2.140272713,22.50041154,5.967545343,0
17.01512679,-3.427787794,11.98476188,1.388102456,2.19970874,12.80294435,-19.40339476,0
12.34782653,-0.925336402,-12.95537113,-2.400762692,2.406652173,32.47325279,25.23296744,0
-5.5539479,-0.992724347,5.956788608,-4.640055993,-8.768565694,-9.95369559,52.81820973,0
3.913877548,2.267264709,5.241535023,-2.942763613,-3.28931001,-20.56845273,-6.316969009,0
-3.762520568,-0.858933338,1.734113524,-3.693635288,-12.40508645,36.47924494,48.77217638,0
-7.72086578,9.551754279,-7.991626864,0.182409284,-6.451170725,-39.22095081,-25.18021815,0
3.891394725,-4.299139011,1.607248474,0.520065552,-7.820080094,3.78949865,7.4348453,0
-5.219604382,-6.77091935,-0.595008964,-0.965723818,11.82857543,-0.238777767,77.51280478,0
-8.075752466,0.481741476,6.9695825,-0.955024438,-0.218989592,-22.59633068,33.06981205,0
-3.953417645,0.332375083,8.561720034,6.906222519,2.066731709,5.614744253,-33.87198187,1
-5.224978308,-1.02047114,0.720193417,-6.971265321,6.778702961,-49.90309311,-6.16762067,0
3.540701363,-4.558357206,8.828912765,7.023711819,-2.955860769,-29.49250799,-64.07310488,0
15.71828637,1.440986814,4.864943079,-3.780998932,-0.113954055,16.58365605,-55.35278877,0
4.482927813,-4.311799301,-1.347342672,1.245308954,5.849572602,-8.186119034,11.95347368,0
15.72635583,-4.625030825,-0.875724217,-3.05939516,6.206981108,0.864780954,-48.577236,0
2.460067563,-2.362729035,-4.08993087,-6.019460763,1.114531049,-36.15931534,30.01750149,0
-2.735489877,8.442465848,-8.267952617,0.64481571,-2.183168537,14.36530017,-11.42387543,0
2.146863971,-10.4408496,-3.969703165,-8.215902843,11.45969059,-17.16836715,-42.96390535,0
9.187324844,-1.398439351,7.058641269,0.340038733,2.14274105,-5.104180798,-44.72184422,0
3.980717418,-3.711671253,-10.53455829,-1.566785951,5.198391467,-6.870793539,-7.679606585,0
0.378880134,12.59953078,-0.220005147,1.975768547,-2.677531384,15.44228555,-62.16456832,0
-0.516941854,-1.702609791,9.216063522,-1.532547892,6.209975442,-64.51218122,1.121322089,1
3.22344865,-9.242091722,5.045830925,-7.724352087,2.744023297,-30.00840282,12.89190399,1
14.77203067,0.449293308,5.147528941,-1.393402183,4.277439148,-41.41457477,16.1558203,0
7.764308008,-7.804937675,1.340682531,3.507174899,6.834306041,2.58942449,34.51771167,0
-5.537601112,4.300842917,-9.286431755,3.975526956,-1.595622609,49.05124214,19.48167893,0
3.897620632,7.941534315,13.19810886,8.509514693,3.368776787,61.70154134,0.687028446,1
-6.602962726,0.724531356,13.46105354,1.9192005,5.565043127,-8.685984775,-25.09802225,0
12.11967586,0.084189517,-5.04512733,-5.300476235,-2.116751861,-15.44165515,-17.07446469,0
3.201020143,5.654814071,-14.38572776,-7.980001189,5.650414059,23.98052579,4.402736561,0
2.173615707,-5.53612667,7.295372449,4.549562922,-2.130387283,-5.817108874,34.60968093,1
